A,p,D_over_Dc,D,s,margin
2,0.01,0.85,2.1682014145676943e-05,2.4767942861253944,0.07502230591528702
2,0.01,0.85,2.1682014145676943e-05,2.8091934698575938,0.07502000955219446
2,0.01,0.85,2.1682014145676943e-05,3.141592653589793,0.07501921510246534
2,0.01,1.0,2.550825193609052e-05,0.15,5.079854015188623e-05
2,0.01,1.0,2.550825193609052e-05,0.48239918373219925,4.883225635432531e-05
2,0.01,1.0,2.550825193609052e-05,0.8147983674643985,4.50084511640636e-05
2,0.01,1.0,2.550825193609052e-05,1.1471975511965977,3.9748239091697e-05
2,0.01,1.0,2.550825193609052e-05,1.4795967349287968,3.362701905929022e-05
2,0.01,1.0,2.550825193609052e-05,1.8119959186609962,2.7314851231530213e-05
2,0.01,1.0,2.550825193609052e-05,2.1443951023931955,2.1502886520474718e-05
2,0.01,1.0,2.550825193609052e-05,2.4767942861253944,1.682744750453047e-05
2,0.01,1.0,2.550825193609052e-05,2.8091934698575938,1.3800383342088551e-05
2,0.01,1.0,2.550825193609052e-05,3.141592653589793,1.2753149243760475e-05
2,0.014028505520066743,0.15,7.591845220861204e-06,0.15,0.4250248496600437
2,0.014028505520066743,0.15,7.591845220861204e-06,0.48239918373219925,0.42502473595501855
2,0.014028505520066743,0.15,7.591845220861204e-06,0.8147983674643985,0.42502451652064654
2,0.014028505520066743,0.15,7.591845220861204e-06,1.1471975511965977,0.4250242152903425
2,0.014028505520066743,0.15,7.591845220861204e-06,1.4795967349287968,0.4250238647702349
2,0.014028505520066743,0.15,7.591845220861204e-06,1.8119959186609962,0.4250235031085601
2,0.014028505520066743,0.15,7.591845220861204e-06,2.1443951023931955,0.425023170259613
2,0.014028505520066743,0.15,7.591845220861204e-06,2.4767942861253944,0.4250229024276617
2,0.014028505520066743,0.15,7.591845220861204e-06,2.8091934698575938,0.4250227291139479
2,0.014028505520066743,0.15,7.591845220861204e-06,3.141592653589793,0.4250226690455001
2,0.014028505520066743,0.3,1.5183690441722408e-05,0.15,0.3500462545362355
2,0.014028505520066743,0.3,1.5183690441722408e-05,0.48239918373219925,0.3500458252614136
2,0.014028505520066743,0.3,1.5183690441722408e-05,0.8147983674643985,0.350044983416278
2,0.014028505520066743,0.3,1.5183690441722408e-05,1.1471975511965977,0.35004382490375807
2,0.014028505520066743,0.3,1.5183690441722408e-05,1.4795967349287968,0.3500424770984496
2,0.014028505520066743,0.3,1.5183690441722408e-05,1.8119959186609962,0.35004108722124605
2,0.014028505520066743,0.3,1.5183690441722408e-05,2.1443951023931955,0.35003980746813124
2,0.014028505520066743,0.3,1.5183690441722408e-05,2.4767942861253944,0.3500387779788299
2,0.014028505520066743,0.3,1.5183690441722408e-05,2.8091934698575938,0.35003811146276376
2,0.014028505520066743,0.3,1.5183690441722408e-05,3.141592653589793,0.3500378809085709
2,0.014028505520066743,0.5,2.5306150736204014e-05,0.15,0.25006946340470004
2,0.014028505520066743,0.5,2.5306150736204014e-05,0.48239918373219925,0.2500683232938794
2,0.014028505520066743,0.5,2.5306150736204014e-05,0.8147983674643985,0.250066110878548
2,0.014028505520066743,0.5,2.5306150736204014e-05,1.1471975511965977,0.2500630672900883
2,0.014028505520066743,0.5,2.5306150736204014e-05,1.4795967349287968,0.25005952535235787
2,0.014028505520066743,0.5,2.5306150736204014e-05,1.8119959186609962,0.2500558729848428
2,0.014028505520066743,0.5,2.5306150736204014e-05,2.1443951023931955,0.2500525100367337
2,0.014028505520066743,0.5,2.5306150736204014e-05,2.4767942861253944,0.25004980464219484
2,0.014028505520066743,0.5,2.5306150736204014e-05,2.8091934698575938,0.250048053095425
2,0.014028505520066743,0.5,2.5306150736204014e-05,3.141592653589793,0.25004744711471827
2,0.014028505520066743,0.7,3.542861103068562e-05,0.15,0.150086564673636
2,0.014028505520066743,0.7,3.542861103068562e-05,0.48239918373219925,0.15008446022205213
2,0.014028505520066743,0.7,3.542861103068562e-05,0.8147983674643985,0.15008037161090693
