A,p,D_over_Dc,D,s,margin
2,0.4414285714285714,0.3,0.0580883742912204,2.1443951023931955,0.4616584993506214
2,0.4414285714285714,0.3,0.0580883742912204,2.4767942861253944,0.4603471478282495
2,0.4414285714285714,0.3,0.0580883742912204,2.8091934698575938,0.45945321235535563
2,0.4414285714285714,0.3,0.0580883742912204,3.141592653589793,0.45913524376465253
2,0.4414285714285714,0.5,0.096813957152034,0.15,0.4391627068231936
2,0.4414285714285714,0.5,0.096813957152034,0.48239918373219925,0.437931410980688
2,0.4414285714285714,0.5,0.096813957152034,0.8147983674643985,0.4354144258386614
2,0.4414285714285714,0.5,0.096813957152034,1.1471975511965977,0.43165491498322384
2,0.4414285714285714,0.5,0.096813957152034,1.4795967349287968,0.4267851215313825
2,0.4414285714285714,0.5,0.096813957152034,1.8119959186609962,0.42110768541905985
2,0.4414285714285714,0.5,0.096813957152034,2.1443951023931955,0.41517956929066235
2,0.4414285714285714,0.5,0.096813957152034,2.4767942861253944,0.4098352747361389
2,0.4414285714285714,0.5,0.096813957152034,2.8091934698575938,0.40606132525540084
2,0.4414285714285714,0.5,0.096813957152034,3.141592653589793,0.40469280707413
2,0.4414285714285714,0.7,0.1355395400128476,0.15,0.40014435107104895
2,0.4414285714285714,0.7,0.1355395400128476,0.48239918373219925,0.3972583837268604
2,0.4414285714285714,0.7,0.1355395400128476,0.8147983674643985,0.3912713729741566
2,0.4414285714285714,0.7,0.1355395400128476,1.1471975511965977,0.38211062782171057
2,0.4414285714285714,0.7,0.1355395400128476,1.4795967349287968,0.3698605563840216
2,0.4414285714285714,0.7,0.1355395400128476,1.8119959186609962,0.3550468657701833
2,0.4414285714285714,0.7,0.1355395400128476,2.1443951023931955,0.3389989647869478
2,0.4414285714285714,0.7,0.1355395400128476,2.4767942861253944,0.32406271135354725
2,0.4414285714285714,0.7,0.1355395400128476,2.8091934698575938,0.3132726760590441
2,0.4414285714285714,0.7,0.1355395400128476,3.141592653589793,0.30931452135804904
2,0.4414285714285714,0.85,0.1645837271584578,0.15,0.3615463444641309
2,0.4414285714285714,0.85,0.1645837271584578,0.48239918373219925,0.35657391266635075
2,0.4414285714285714,0.85,0.1645837271584578,0.8147983674643985,0.34617561652617934
2,0.4414285714285714,0.85,0.1645837271584578,1.1471975511965977,0.33006551256663896
2,0.4414285714285714,0.85,0.1645837271584578,1.4795967349287968,0.3081985486686907
2,0.4414285714285714,0.85,0.1645837271584578,1.8119959186609962,0.28137998959260146
2,0.4414285714285714,0.85,0.1645837271584578,2.1443951023931955,0.25205393418042776
2,0.4414285714285714,0.85,0.1645837271584578,2.4767942861253944,0.22469900299859047
2,0.4414285714285714,0.85,0.1645837271584578,2.8091934698575938,0.20500523026541084
2,0.4414285714285714,0.85,0.1645837271584578,3.141592653589793,0.1978096790545556
2,0.4414285714285714,1.0,0.193627914304068,0.15,0.3113995851454616
2,0.4414285714285714,1.0,0.193627914304068,0.48239918373219925,0.30316645283742294
2,0.4414285714285714,1.0,0.193627914304068,0.8147983674643985,0.28587051490380855
2,0.4414285714285714,1.0,0.193627914304068,1.1471975511965977,0.25892091790788263
2,0.4414285714285714,1.0,0.193627914304068,1.4795967349287968,0.22222188512165308
2,0.4414285714285714,1.0,0.193627914304068,1.8119959186609962,0.17739842442722797
2,0.4414285714285714,1.0,0.193627914304068,2.1443951023931955,0.12913750120920975
2,0.4414285714285714,1.0,0.193627914304068,2.4767942861253944,0.0852574725019517
2,0.4414285714285714,1.0,0.193627914304068,2.8091934698575938,0.054516005913581855
2,0.4414285714285714,1.0,0.193627914304068,3.141592653589793,0.0434785378247553
2,0.49,0.15,0.054202741729807415,0.15,0.4991728689397521
2,0.49,0.15,0.054202741729807415,0.48239918373219925,0.4991634753946421
2,0.49,0.15,0.054202741729807415,0.8147983674643985,0.4991446425455175
2,0.49,0.15,0.054202741729807415,1.1471975511965977,0.49911739193538684
2,0.49,0.15,0.054202741729807415,1.4795967349287968,0.499083550809335
2,0.49,0.15,0.054202741729807415,1.8119959186609962,0.49904599452295284
2,0.49,0.15,0.054202741729807415,2.1443951023931955,0.4990087490582844
2,0.49,0.15,0.054202741729807415,2.4767942861253944,0.49897672810134
2,0.49,0.15,0.054202741729807415,2.8091934698575938,0.4989549292667974
2,0.49,0.15,0.054202741729807415,3.141592653589793,0.4989471809434116
2,0.49,0.3,0.10840548345961483,0.15,0.4979763555893344
2,0.49,0.3,0.10840548345961483,0.48239918373219925,0.4979287750137511
2,0.49,0.3,0.10840548345961483,0.8147983674643985,0.4978305980749449
2,0.49,0.3,0.10840548345961483,1.1471975511965977,0.4976815757700719
2,0.49,0.3,0.10840548345961483,1.4795967349287968,0.49748404466374296
2,0.49,0.3,0.10840548345961483,1.8119959186609962,0.49724683388568836
2,0.49,0.3,0.10840548345961483,2.1443951023931955,0.4969904678778705
2,0.49,0.3,0.10840548345961483,2.4767942861253944,0.4967510264595245
2,0.49,0.3,0.10840548345961483,2.8091934698575938,0.49657678753230616
2,0.49,0.3,0.10840548345961483,3.141592653589793,0.49651248939467996
2,0.49,0.5,0.1806758057660247,0.15,0.49532957788151033
2,0.49,0.5,0.1806758057660247,0.48239918373219925,0.49512951693315577
2,0.49,0.5,0.1806758057660247,0.8147983674643985,0.4947026842989546
2,0.49,0.5,0.1806758057660247,1.1471975511965977,0.4940161751120704
2,0.49,0.5,0.1806758057660247,1.4795967349287968,0.4930265872900086
2,0.49,0.5,0.1806758057660247,1.8119959186609962,0.49170013451961014
2,0.49,0.5,0.1806758057660247,2.1443951023931955,0.49006493090546854
2,0.49,0.5,0.1806758057660247,2.4767942861253944,0.48830816194078697
2,0.49,0.5,0.1806758057660247,2.8091934698575938,0.48686222012197367
2,0.49,0.5,0.1806758057660247,3.141592653589793,0.48628779737003547
2,0.49,0.7,0.2529461280724346,0.15,0.4900102189292397
2,0.49,0.7,0.2529461280724346,0.48239918373219925,0.48929478220707545
2,0.49,0.7,0.2529461280724346,0.8147983674643985,0.4877268835048745
2,0.49,0.7,0.2529461280724346,1.1471975511965977,0.48508084012310304
2,0.49,0.7,0.2529461280724346,1.4795967349287968,0.48097608350585563
2,0.49,0.7,0.2529461280724346,1.8119959186609962,0.4748769509121995
2,0.49,0.7,0.2529461280724346,2.1443951023931955,0.46628689197928086
2,0.49,0.7,0.2529461280724346,2.4767942861253944,0.4555467734332357
2,0.49,0.7,0.2529461280724346,2.8091934698575938,0.44539564587493574
2,0.49,0.7,0.2529461280724346,3.141592653589793,0.441015146334403
2,0.49,0.85,0.307148869802242,0.15,0.4814620291783518
2,0.49,0.85,0.307148869802242,0.48239918373219925,0.47941226208718035
2,0.49,0.85,0.307148869802242,0.8147983674643985,0.47485374871104047
2,0.49,0.85,0.307148869802242,1.1471975511965977,0.4669584524482171
2,0.49,0.85,0.307148869802242,1.4795967349287968,0.4542349372629244
2,0.49,0.85,0.307148869802242,1.8119959186609962,0.4343958349959933
2,0.49,0.85,0.307148869802242,2.1443951023931955,0.4051264756745907
2,0.49,0.85,0.307148869802242,2.4767942861253944,0.3678968384159016
2,0.49,0.85,0.307148869802242,2.8091934698575938,0.3338118852775944
2,0.49,0.85,0.307148869802242,3.141592653589793,0.31976531599814506
2,0.49,1.0,0.3613516115320494,0.15,0.4607558188858021
2,0.49,1.0,0.3613516115320494,0.48239918373219925,0.45306145215542437
2,0.49,1.0,0.3613516115320494,0.8147983674643985,0.43582988538528955
2,0.49,1.0,0.3613516115320494,1.1471975511965977,0.40578138159632626
2,0.49,1.0,0.3613516115320494,1.4795967349287968,0.3576934511542975
2,0.49,1.0,0.3613516115320494,1.8119959186609962,0.28654695544412245
2,0.49,1.0,0.3613516115320494,2.1443951023931955,0.19568641987136703
2,0.49,1.0,0.3613516115320494,2.4767942861253944,0.10484699653830853
2,0.49,1.0,0.3613516115320494,2.8091934698575938,0.039877919612743895
2,0.49,1.0,0.3613516115320494,3.141592653589793,0.01671773022752676
3,0.013333333333333332,0.15,3.4239164782789993e-06,0.15,0.4259755658777269
3,0.013333333333333332,0.15,3.4239164782789993e-06,0.48239918373219925,0.4259755146094688
3,0.013333333333333332,0.15,3.4239164782789993e-06,0.8147983674643985,0.4259753718776065
3,0.013333333333333332,0.15,3.4239164782789993e-06,1.1471975511965977,0.4259751738529298
3,0.013333333333333332,0.15,3.4239164782789993e-06,1.4795967349287968,0.4259749433031801
3,0.013333333333333332,0.15,3.4239164782789993e-06,1.8119959186609962,0.42597470525097814
3,0.013333333333333332,0.15,3.4239164782789993e-06,2.1443951023931955,0.42597448616414413
3,0.013333333333333332,0.15,3.4239164782789993e-06,2.4767942861253944,0.4259743097651476
3,0.013333333333333332,0.15,3.4239164782789993e-06,2.8091934698575938,0.425974195713652
3,0.013333333333333332,0.15,3.4239164782789993e-06,3.141592653589793,0.4259741561676791
3,0.013333333333333332,0.3,6.847832956557999e-06,0.15,0.3519501487052308
3,0.013333333333333332,0.3,6.847832956557999e-06,0.48239918373219925,0.351949863204847
3,0.013333333333333332,0.3,6.847832956557999e-06,0.8147983674643985,0.3519493017736459
3,0.013333333333333332,0.3,6.847832956557999e-06,1.1471975511965977,0.35194852876123783
3,0.013333333333333332,0.3,6.847832956557999e-06,1.4795967349287968,0.3519476296982267
3,0.013333333333333332,0.3,6.847832956557999e-06,1.8119959186609962,0.3519467023975964
3,0.013333333333333332,0.3,6.847832956557999e-06,2.1443951023931955,0.3519458487834708
3,0.013333333333333332,0.3,6.847832956557999e-06,2.4767942861253944,0.35194516207560866
3,0.013333333333333332,0.3,6.847832956557999e-06,2.8091934698575938,0.35194471730590604
3,0.013333333333333332,0.3,6.847832956557999e-06,3.141592653589793,0.35194456357463055
3,0.013333333333333332,0.5,1.1413054927596665e-05,0.15,0.25324796822982165
3,0.013333333333333332,0.5,1.1413054927596665e-05,0.48239918373219925,0.2532471949082029
3,0.013333333333333332,0.5,1.1413054927596665e-05,0.8147983674643985,0.25324569012181786
3,0.013333333333333332,0.5,1.1413054927596665e-05,1.1471975511965977,0.2532436204801336
3,0.013333333333333332,0.5,1.1413054927596665e-05,1.4795967349287968,0.2532412118620313
3,0.013333333333333332,0.5,1.1413054927596665e-05,1.8119959186609962,0.25323872824736315
3,0.013333333333333332,0.5,1.1413054927596665e-05,2.1443951023931955,0.25323644132136813
3,0.013333333333333332,0.5,1.1413054927596665e-05,2.4767942861253944,0.25323460163394085
3,0.013333333333333332,0.5,1.1413054927596665e-05,2.8091934698575938,0.25323341060295146
3,0.013333333333333332,0.5,1.1413054927596665e-05,3.141592653589793,0.25323299853969283
3,0.013333333333333332,0.7,1.597827689863533e-05,0.15,0.1545439606579182
3,0.013333333333333332,0.7,1.597827689863533e-05,0.48239918373219925,0.15454249947374676
3,0.013333333333333332,0.7,1.597827689863533e-05,0.8147983674643985,0.15453966015949772
3,0.013333333333333332,0.7,1.597827689863533e-05,1.1471975511965977,0.15453575351338622
3,0.013333333333333332,0.7,1.597827689863533e-05,1.4795967349287968,0.15453120746691895
3,0.013333333333333332,0.7,1.597827689863533e-05,1.8119959186609962,0.15452651960825037
3,0.013333333333333332,0.7,1.597827689863533e-05,2.1443951023931955,0.15452220324977772
3,0.013333333333333332,0.7,1.597827689863533e-05,2.4767942861253944,0.15451873087023782
3,0.013333333333333332,0.7,1.597827689863533e-05,2.8091934698575938,0.1545164827296439
3,0.013333333333333332,0.7,1.597827689863533e-05,3.141592653589793,0.15451570496101152
3,0.013333333333333332,0.85,1.940219337691433e-05,0.15,0.08051476020613624
3,0.013333333333333332,0.85,1.940219337691433e-05,0.48239918373219925,0.08051266716111027
3,0.013333333333333332,0.85,1.940219337691433e-05,0.8147983674643985,0.08050860067759769
3,0.013333333333333332,0.85,1.940219337691433e-05,1.1471975511965977,0.08050300657045173
3,0.013333333333333332,0.85,1.940219337691433e-05,1.4795967349287968,0.08049649678295778
3,0.013333333333333332,0.85,1.940219337691433e-05,1.8119959186609962,0.0804897838946046
3,0.013333333333333332,0.85,1.940219337691433e-05,2.1443951023931955,0.080483602874863
3,0.013333333333333332,0.85,1.940219337691433e-05,2.4767942861253944,0.08047863047259352
3,0.013333333333333332,0.85,1.940219337691433e-05,2.8091934698575938,0.08047541114640344
3,0.013333333333333332,0.85,1.940219337691433e-05,3.141592653589793,0.0804742973712298
3,0.013333333333333332,1.0,2.282610985519333e-05,0.15,0.006484532535794507
3,0.013333333333333332,1.0,2.282610985519333e-05,0.48239918373219925,0.006481724245964493
3,0.013333333333333332,1.0,2.282610985519333e-05,0.8147983674643985,0.006476263570355245
3,0.013333333333333332,1.0,2.282610985519333e-05,1.1471975511965977,0.006468750628999098
3,0.013333333333333332,1.0,2.282610985519333e-05,1.4795967349287968,0.006460008005829687
3,0.013333333333333332,1.0,2.282610985519333e-05,1.8119959186609962,0.00645099266666227
3,0.013333333333333332,1.0,2.282610985519333e-05,2.1443951023931955,0.006442691548033119
3,0.013333333333333332,1.0,2.282610985519333e-05,2.4767942861253944,0.006436013635575444
3,0.013333333333333332,1.0,2.282610985519333e-05,2.8091934698575938,0.006431690055661132
3,0.013333333333333332,1.0,2.282610985519333e-05,3.141592653589793,0.00643019426172442
3,0.018704674026755658,0.15,6.811975437231997e-06,0.15,0.42635502172317175
3,0.018704674026755658,0.15,6.811975437231997e-06,0.48239918373219925,0.42635488510211417
3,0.018704674026755658,0.15,6.811975437231997e-06,0.8147983674643985,0.4263546031752141
3,0.018704674026755658,0.15,6.811975437231997e-06,1.1471975511965977,0.42635421474561186
3,0.018704674026755658,0.15,6.811975437231997e-06,1.4795967349287968,0.426353763138982
3,0.018704674026755658,0.15,6.811975437231997e-06,1.8119959186609962,0.4263532972426345
3,0.018704674026755658,0.15,6.811975437231997e-06,2.1443951023931955,0.42635286826021424
3,0.018704674026755658,0.15,6.811975437231997e-06,2.4767942861253944,0.42635252316636985
3,0.018704674026755658,0.15,6.811975437231997e-06,2.8091934698575938,0.4263522997606328
3,0.018704674026755658,0.15,6.811975437231997e-06,3.141592653589793,0.42635222239840154
3,0.018704674026755658,0.3,1.3623950874463994e-05,0.15,0.35270802926569145
3,0.018704674026755658,0.3,1.3623950874463994e-05,0.48239918373219925,0.3527074587975927
3,0.018704674026755658,0.3,1.3623950874463994e-05,0.8147983674643985,0.3527063595512159
3,0.018704674026755658,0.3,1.3623950874463994e-05,1.1471975511965977,0.35270484715463946
3,0.018704674026755658,0.3,1.3623950874463994e-05,1.4795967349287968,0.35270308747689083
3,0.018704674026755658,0.3,1.3623950874463994e-05,1.8119959186609962,0.3527012728205572
3,0.018704674026755658,0.3,1.3623950874463994e-05,2.1443951023931955,0.35269960197590544
3,0.018704674026755658,0.3,1.3623950874463994e-05,2.4767942861253944,0.352698257857591
3,0.018704674026755658,0.3,1.3623950874463994e-05,2.8091934698575938,0.3526973876071582
3,0.018704674026755658,0.3,1.3623950874463994e-05,3.141592653589793,0.3526970865745196
3,0.018704674026755658,0.5,2.2706584790773324e-05,0.15,0.2545088539147382
3,0.018704674026755658,0.5,2.2706584790773324e-05,0.48239918373219925,0.2545073367840569
3,0.018704674026755658,0.5,2.2706584790773324e-05,0.8147983674643985,0.254504393180615
3,0.018704674026755658,0.5,2.2706584790773324e-05,1.1471975511965977,0.2545003436444526
3,0.018704674026755658,0.5,2.2706584790773324e-05,1.4795967349287968,0.25449563106395257
3,0.018704674026755658,0.5,2.2706584790773324e-05,1.8119959186609962,0.2544907715297693
3,0.018704674026755658,0.5,2.2706584790773324e-05,2.1443951023931955,0.25448629689525215
3,0.018704674026755658,0.5,2.2706584790773324e-05,2.4767942861253944,0.2544826972713734
3,0.018704674026755658,0.5,2.2706584790773324e-05,2.8091934698575938,0.25448036666685936
3,0.018704674026755658,0.5,2.2706584790773324e-05,3.141592653589793,0.25447956038104413
3,0.018704674026755658,0.7,3.178921870708265e-05,0.15,0.15630606984290218
3,0.018704674026755658,0.7,3.178921870708265e-05,0.48239918373219925,0.15630320985553836
3,0.018704674026755658,0.7,3.178921870708265e-05,0.8147983674643985,0.15629765556473174
3,0.018704674026755658,0.7,3.178921870708265e-05,1.1471975511965977,0.15629001421205957
3,0.018704674026755658,0.7,3.178921870708265e-05,1.4795967349287968,0.15628112189355692
3,0.018704674026755658,0.7,3.178921870708265e-05,1.8119959186609962,0.15627195204920685
3,0.018704674026755658,0.7,3.178921870708265e-05,2.1443951023931955,0.156263508586868
3,0.018704674026755658,0.7,3.178921870708265e-05,2.4767942861253944,0.15625671598994817
3,0.018704674026755658,0.7,3.178921870708265e-05,2.8091934698575938,0.1562523181482689
3,0.018704674026755658,0.7,3.178921870708265e-05,3.141592653589793,0.1562507966571529
3,0.018704674026755658,0.85,3.860119414431465e-05,0.15,0.08265161466425286
3,0.018704674026755658,0.85,3.860119414431465e-05,0.48239918373219925,0.08264752208806536
3,0.018704674026755658,0.85,3.860119414431465e-05,0.8147983674643985,0.08263957048357762
3,0.018704674026755658,0.85,3.860119414431465e-05,1.1471975511965977,0.08262863060575287
3,0.018704674026755658,0.85,3.860119414431465e-05,1.4795967349287968,0.08261589979367989
3,0.018704674026755658,0.85,3.860119414431465e-05,1.8119959186609962,0.08260277154229612
3,0.018704674026755658,0.85,3.860119414431465e-05,2.1443951023931955,0.08259068316176466
3,0.018704674026755658,0.85,3.860119414431465e-05,2.4767942861253944,0.08258095827724032
3,0.018704674026755658,0.85,3.860119414431465e-05,2.8091934698575938,0.08257466188710394
3,0.018704674026755658,0.85,3.860119414431465e-05,3.141592653589793,0.08257248355081193
3,0.018704674026755658,1.0,4.541316958154665e-05,0.15,0.0089951372926389
3,0.018704674026755658,1.0,4.541316958154665e-05,0.48239918373219925,0.008989640358273876
3,0.018704674026755658,1.0,4.541316958154665e-05,0.8147983674643985,0.008978964103670828
3,0.018704674026755658,1.0,4.541316958154665e-05,1.1471975511965977,0.008964275505934705
3,0.018704674026755658,1.0,4.541316958154665e-05,1.4795967349287968,0.008947182199541492
3,0.018704674026755658,1.0,4.541316958154665e-05,1.8119959186609962,0.008929555139769008
3,0.018704674026755658,1.0,4.541316958154665e-05,2.1443951023931955,0.008913324164337544
3,0.018704674026755658,1.0,4.541316958154665e-05,2.4767942861253944,0.008900266578743432
3,0.018704674026755658,1.0,4.541316958154665e-05,2.8091934698575938,0.008891812372337826
3,0.018704674026755658,1.0,4.541316958154665e-05,3.141592653589793,0.008888887539765022
3,0.026239862283539077,0.15,1.3613281895746839e-05,0.15,0.42687448951101614
3,0.026239862283539077,0.15,1.3613281895746839e-05,0.48239918373219925,0.42687420783795194
3,0.026239862283539077,0.15,1.3613281895746839e-05,0.8147983674643985,0.4268736568478506
3,0.026239862283539077,0.15,1.3613281895746839e-05,1.1471975511965977,0.42687289857865607
3,0.026239862283539077,0.15,1.3613281895746839e-05,1.4795967349287968,0.42687201615368253
3,0.026239862283539077,0.15,1.3613281895746839e-05,1.8119959186609962,0.42687110617405755
3,0.026239862283539077,0.15,1.3613281895746839e-05,2.1443951023931955,0.4268702682902703
3,0.026239862283539077,0.15,1.3613281895746839e-05,2.4767942861253944,0.4268695942411962
3,0.026239862283539077,0.15,1.3613281895746839e-05,2.8091934698575938,0.42686915786428203
3,0.026239862283539077,0.15,1.3613281895746839e-05,3.141592653589793,0.4268690068475611
3,0.026239862283539077,0.3,2.7226563791493678e-05,0.15,0.35374494334033324
3,0.026239862283539077,0.3,2.7226563791493678e-05,0.48239918373219925,0.3537438381675888
3,0.026239862283539077,0.3,2.7226563791493678e-05,0.8147983674643985,0.3537416917415752
3,0.026239862283539077,0.3,2.7226563791493678e-05,1.1471975511965977,0.35373873873992645
3,0.026239862283539077,0.3,2.7226563791493678e-05,1.4795967349287968,0.3537353022207059
3,0.026239862283539077,0.3,2.7226563791493678e-05,1.8119959186609962,0.35373175843713844
3,0.026239862283539077,0.3,2.7226563791493678e-05,2.1443951023931955,0.3537284954156432
3,0.026239862283539077,0.3,2.7226563791493678e-05,2.4767942861253944,0.3537258703916857
3,0.026239862283539077,0.3,2.7226563791493678e-05,2.8091934698575938,0.35372417081448604
3,0.026239862283539077,0.3,2.7226563791493678e-05,3.141592653589793,0.3537235828174363
3,0.026239862283539077,0.5,4.537760631915613e-05,0.15,0.2562325995039516
3,0.026239862283539077,0.5,4.537760631915613e-05,0.48239918373219925,0.2562296427400892
3,0.026239862283539077,0.5,4.537760631915613e-05,0.8147983674643985,0.2562238967456345
3,0.026239862283539077,0.5,4.537760631915613e-05,1.1471975511965977,0.2562159913139017
3,0.026239862283539077,0.5,4.537760631915613e-05,1.4795967349287968,0.25620679145813074
3,0.026239862283539077,0.5,4.537760631915613e-05,1.8119959186609962,0.25619730426484333
3,0.026239862283539077,0.5,4.537760631915613e-05,2.1443951023931955,0.2561885683812859
3,0.026239862283539077,0.5,4.537760631915613e-05,2.4767942861253944,0.2561815404028456
3,0.026239862283539077,0.5,4.537760631915613e-05,2.8091934698575938,0.2561769900674935
3,0.026239862283539077,0.5,4.537760631915613e-05,3.141592653589793,0.2561754158144238
3,0.026239862283539077,0.7,6.352864884681858e-05,0.15,0.15871309310157322
3,0.026239862283539077,0.7,6.352864884681858e-05,0.48239918373219925,0.15870751460535026
3,0.026239862283539077,0.7,6.352864884681858e-05,0.8147983674643985,0.15869667672874122
3,0.026239862283539077,0.7,6.352864884681858e-05,1.1471975511965977,0.15868176530116407
3,0.026239862283539077,0.7,6.352864884681858e-05,1.4795967349287968,0.15866441220899818
3,0.026239862283539077,0.7,6.352864884681858e-05,1.8119959186609962,0.15864651662528684
3,0.026239862283539077,0.7,6.352864884681858e-05,2.1443951023931955,0.15863003788868335
3,0.026239862283539077,0.7,6.352864884681858e-05,2.4767942861253944,0.15861678057085626
3,0.026239862283539077,0.7,6.352864884681858e-05,2.8091934698575938,0.15860819685572114
3,0.026239862283539077,0.7,6.352864884681858e-05,3.141592653589793,0.15860522715629433
3,0.026239862283539077,0.85,7.714193074256543e-05,0.15,0.08556876865159535
3,0.026239862283539077,0.85,7.714193074256543e-05,0.48239918373219925,0.08556078363181063
3,0.026239862283539077,0.85,7.714193074256543e-05,0.8147983674643985,0.08554527247991484
3,0.026239862283539077,0.85,7.714193074256543e-05,1.1471975511965977,0.08552393118315793
3,0.026239862283539077,0.85,7.714193074256543e-05,1.4795967349287968,0.085499094815219
3,0.026239862283539077,0.85,7.714193074256543e-05,1.8119959186609962,0.08547348175570124
3,0.026239862283539077,0.85,7.714193074256543e-05,2.1443951023931955,0.08544989617021548
3,0.026239862283539077,0.85,7.714193074256543e-05,2.4767942861253944,0.08543092111004835
3,0.026239862283539077,0.85,7.714193074256543e-05,2.8091934698575938,0.08541863521965287
3,0.026239862283539077,0.85,7.714193074256543e-05,3.141592653589793,0.08541438467759743
3,0.026239862283539077,1.0,9.075521263831227e-05,0.15,0.01242042326223114
3,0.026239862283539077,1.0,9.075521263831227e-05,0.48239918373219925,0.01240970688622589
3,0.026239862283539077,1.0,9.075521263831227e-05,0.8147983674643985,0.012388887553806294
3,0.026239862283539077,1.0,9.075521263831227e-05,1.1471975511965977,0.012360242753020056
3,0.026239862283539077,1.0,9.075521263831227e-05,1.4795967349287968,0.012326906473634436
3,0.026239862283539077,1.0,9.075521263831227e-05,1.8119959186609962,0.012292527235638007
3,0.026239862283539077,1.0,9.075521263831227e-05,2.1443951023931955,0.01226086904255963
3,0.026239862283539077,1.0,9.075521263831227e-05,2.4767942861253944,0.012235399154496784
3,0.026239862283539077,1.0,9.075521263831227e-05,2.8091934698575938,0.012218907915652055
3,0.026239862283539077,1.0,9.075521263831227e-05,3.141592653589793,0.012213202413415614
3,0.036810605289041905,0.15,2.7378480958922805e-05,0.15,0.42757853350644304
3,0.036810605289041905,0.15,2.7378480958922805e-05,0.48239918373219925,0.4275779777162281
3,0.036810605289041905,0.15,2.7378480958922805e-05,0.8147983674643985,0.42757690412618743
3,0.036810605289041905,0.15,2.7378480958922805e-05,1.1471975511965977,0.42757542713718966
3,0.036810605289041905,0.15,2.7378480958922805e-05,1.4795967349287968,0.42757370822650986
3,0.036810605289041905,0.15,2.7378480958922805e-05,1.8119959186609962,0.4275719357048118
3,0.036810605289041905,0.15,2.7378480958922805e-05,2.1443951023931955,0.4275703035728633
3,0.036810605289041905,0.15,2.7378480958922805e-05,2.4767942861253944,0.4275689905941651
3,0.036810605289041905,0.15,2.7378480958922805e-05,2.8091934698575938,0.4275681404917293
3,0.036810605289041905,0.15,2.7378480958922805e-05,3.141592653589793,0.4275678463772079
3,0.036810605289041905,0.3,5.475696191784561e-05,0.15,0.3551490145306888
3,0.036810605289041905,0.3,5.475696191784561e-05,0.48239918373219925,0.3551468634192705
3,0.036810605289041905,0.3,5.475696191784561e-05,0.8147983674643985,0.35514268426569817
3,0.036810605289041905,0.3,5.475696191784561e-05,1.1471975511965977,0.3551369343140307
3,0.036810605289041905,0.3,5.475696191784561e-05,1.4795967349287968,0.3551302427544858
3,0.036810605289041905,0.3,5.475696191784561e-05,1.8119959186609962,0.35512334203646256
3,0.036810605289041905,0.3,5.475696191784561e-05,2.1443951023931955,0.35511698766972866
3,0.036810605289041905,0.3,5.475696191784561e-05,2.4767942861253944,0.3551118755062539
3,0.036810605289041905,0.3,5.475696191784561e-05,2.8091934698575938,0.35510856554961223
3,0.036810605289041905,0.3,5.475696191784561e-05,3.141592653589793,0.35510742040758614
3,0.036810605289041905,0.5,9.126160319640936e-05,0.15,0.2585638260820311
3,0.036810605289041905,0.5,9.126160319640936e-05,0.48239918373219925,0.2585580699586483
3,0.036810605289041905,0.5,9.126160319640936e-05,0.8147983674643985,0.25854688784915214
3,0.036810605289041905,0.5,9.126160319640936e-05,1.1471975511965977,0.25853150228463107
3,0.036810605289041905,0.5,9.126160319640936e-05,1.4795967349287968,0.25851359649369776
3,0.036810605289041905,0.5,9.126160319640936e-05,1.8119959186609962,0.2584951300273357
3,0.036810605289041905,0.5,9.126160319640936e-05,2.1443951023931955,0.25847812470750586
3,0.036810605289041905,0.5,9.126160319640936e-05,2.4767942861253944,0.25846444317670025
3,0.036810605289041905,0.5,9.126160319640936e-05,2.8091934698575938,0.258455584528992
3,0.036810605289041905,0.5,9.126160319640936e-05,3.141592653589793,0.25845251965640914
3,0.036810605289041905,0.7,0.00012776624447497309,0.15,0.16196436763307798
3,0.036810605289041905,0.7,0.00012776624447497309,0.48239918373219925,0.16195351750943243
3,0.036810605289041905,0.7,0.00012776624447497309,0.8147983674643985,0.16193243747753305
3,0.036810605289041905,0.7,0.00012776624447497309,1.1471975511965977,0.16190343240812455
3,0.036810605289041905,0.7,0.00012776624447497309,1.4795967349287968,0.16186967474215064
3,0.036810605289041905,0.7,0.00012776624447497309,1.8119959186609962,0.16183485849973422
3,0.036810605289041905,0.7,0.00012776624447497309,2.1443951023931955,0.1618027957071846
3,0.036810605289041905,0.7,0.00012776624447497309,2.4767942861253944,0.16177699879009322
3,0.036810605289041905,0.7,0.00012776624447497309,2.8091934698575938,0.16176029508827972
3,0.036810605289041905,0.7,0.00012776624447497309,3.141592653589793,0.1617545159445124
3,0.036810605289041905,0.85,0.00015514472543389591,0.15,0.0895054223725702
3,0.036810605289041905,0.85,0.00015514472543389591,0.48239918373219925,0.08948990059923378
3,0.036810605289041905,0.85,0.00015514472543389591,0.8147983674643985,0.08945974416994229
3,0.036810605289041905,0.85,0.00015514472543389591,1.1471975511965977,0.08941824963906697
3,0.036810605289041905,0.85,0.00015514472543389591,1.4795967349287968,0.08936995475528553
3,0.036810605289041905,0.85,0.00015514472543389591,1.8119959186609962,0.08932014405545541
3,0.036810605289041905,0.85,0.00015514472543389591,2.1443951023931955,0.08927427138043154
3,0.036810605289041905,0.85,0.00015514472543389591,2.4767942861253944,0.0892373625096674
3,0.036810605289041905,0.85,0.00015514472543389591,2.8091934698575938,0.08921346331076374
