N,dp_max_path_mean,r_plus,ell_max
25,2.256965594166207,2.236965594166206,2.736965594166206
50,2.236965594166207,2.236965594166206,2.736965594166206
100,2.236965594166207,2.236965594166206,2.736965594166206
200,2.236965594166195,2.236965594166206,2.736965594166206
400,2.2369655941662114,2.236965594166206,2.736965594166206
